ID,TWEET,EMOTION,INTENSITY
40313,How do u grieve someone who legally wasn t a person yet,sad,0.542
40314,It s so gloomy outside I wish it was as cold as it looked,sad,0.542
40315,Airways lost bag stillwaiting go home in2days DM d you my info and have rung 9times a day What more can I do wheresmybag,sad,0.542
40316,When you saw a t shirt with the phrase My mind is a dangerous place to be and you would like to buy but in Italy don t sell it sadness,sad,0.542
40317,My nephew sees that i have a frown on my face and he tells me you re beautiful,sad,0.542
40318,Trying to take what s lost and broken and make it right,sad,0.542
40319,dobetter only two carriages on 14 49 Birmingham to Hereford no room to stand anymore Friday commute unhappy,sad,0.542
40320,It s become a verb I m gonna Villase or all those old contacts I don t need anymore sadness waitingforexplanation,sad,0.542
40321,It s ok 2 be disgusted or dishearten with presidential race but don t let that stop u from voting IT MATTERS,sad,0.542
40322,5am blues while riding a cab home n my belly is much bigger than the rest of my body n but i couldnt be preggy n how to lose it in a day,sad,0.542
40323,Ill say it again If I was a Black man Id be afraid to leave my house or have a moving violation n n TerranceCrutcher truth,sad,0.542
40324,maybe it d have been different if I stayed for sixth form But still the oppressive architecture uninteresting people,sad,0.542
40325,I m confident they will NEVER experience our successes of last 50yrs Best they can hope for is to be another Bournemouth sad,sad,0.542
40326,What s good is that we already hit rock bottom even though I m about two more seasons away from new depths of despair playoffs NJDevils,sad,0.542
40327,Absolutely can not believe the generosity pouring out for us but Id give everything I have for Nick to be healthy and happy lost,sad,0.542
40328,i got his bitch depress,sad,0.542
40329,UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys customerservicefail dreadful,sad,0.542
40330,well they should all be unhappy for the way they played Right,sad,0.542
40331,I guess it must be really expensive For me it s that the whole family stayed in Poland so I really miss them,sad,0.542
40332,Regret for the things we did can be tempered by time it is regret for the things we did not do that is inconsolable Sydney J Harris,sad,0.542
40333,untypical kinda Friday dull,sad,0.542
40334,My oldest cat pisses me off She s always been weary of Kennen senile kinda but recently shes been sweet Until she attacked and bit him,sad,0.542
40335,xDD it s a song that can not be weary,sad,0.542
40336,Feels grim not having your nails done,sad,0.542
40337,How could such a crooked stuck up delusional dim amp dark hearted dud be surprised losing amp prob also ppl won t let their crimes drop nwo imo,sad,0.541
40338,That AK47 leave your spine with a frown,sad,0.521
40339,a good shorty has so much to offer amp it s sad that some of you niggas don t even see it when she right in front of your face and too late,sad,0.521
40340,Noel Edmonds reckons a cat he s talking to is stressed because of the uncertainty over GBBO future plot lost,sad,0.521
40341,One way ticket to the blues,sad,0.521
40342,Roads How dull,sad,0.521
40343,George H Establishment is unhappy Trump s campaign branded his son low energy but he could not have beaten the others either,sad,0.521
40344,Marcus Roho is dreadful,sad,0.521
40345,Im kind of confused The one thing i do right now has a great future but on the other hand so does the new thing needhelp,sad,0.521
40346,Finished writing my second book tonight somber sad youpromised havemercy author writer needpublisher beingedited workingonsidebook,sad,0.521
40347,taking out his feelings on Kei unfairly His lips form a frown as he tries to walk away,sad,0.521
40348,Tried 2 get earlier flt 2day Turnd away bcuz it was 2 late Then agent let other pas on silvereliteleftbehind,sad,0.521
40349,Thank God she warned me before I walked to that sink cause lord knows I would ve been sick to my stomach and would ve wanted to sue lbvfs,sad,0.521
40350,So now yeah I m home again nStill feeling mixed up inside amp kinda gloomy But a little more optimistic that I ll figure this out,sad,0.521
40351,penny dreadful just cleaved off a fraction of my heart,sad,0.521
40352,Gundlach calling for rounding top doom and gloom 15 down move,sad,0.521
40353,Everything is far away because time is short no rest for the weary,sad,0.521
40354,let them know it s the blues,sad,0.521
40355,We want to help you with your depression Give our office a call to learn how TMS may be the treatment you ve been waiting for,sad,0.521
40356,i dunno I m getting less of the spacious lovely autumnal melancholy from our present apocalypse,sad,0.521
40357,Got paid to vacuum up rat poop never a dull day in the biology department,sad,0.521
40358,Terencecutcher Tulsa the man onthe helicopter said he looks like a bad dude that is the problem when they see black they see bad,sad,0.521
40359,We are sadden by this because we always strive to bring the best service to our customer We will always be here for you CM,sad,0.521
40360,Someone needs to tell Candice she ll be stuck with that shitty pout if the wind changes GBBO,sad,0.521
40361,When health insurance won t cover TMS but they let me know they cover ECT mentalhealth psychology TMS ECT,sad,0.521
40362,meden is frowning at you with her non existent face,sad,0.521
40363,negative campaign of doom and gloom don t win elections,sad,0.521
40364,if you have been on depression too u shouldn t be judging him and exposing him to everyone but helping him,sad,0.52
40365,sadly there is constitutional RIGHT to have abortion Yet there is constitutional RIGHT to life Safety net protects those rights,sad,0.514
40366,I am inconsolable at this GIF in context,sad,0.509
10859,that Rutgers game was an abomination An affront to God and man We must never speak of it again,angry,0.562
10861,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison,angry,0.708
10862,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison anger,angry,0.6459999999999999
10864,My eyes have been dilated I hate the world right now with the rage of a thousand fiery dragons I need a drink,angry,0.812
10865,One chosen by the CLP members MP seats are not for people to dole out to their mates we elect candidates fuming,angry,0.682
10867,OnoChin can you please not have Canadian players play US players that lag is atrocious fixthisgame trash sfvrefund,angry,0.6459999999999999
10868,i love how theres no outrage that it s a white man but if it was a black man them BLM would be all over it regardless of reason,angry,0.726
10872,Is it me or is Ding wearing the look of a man who s just found his arch enemy in bed with his missus angryman,angry,0.557
10874,NETFLIXNCHILL I fuck with madden way harder,angry,0.521
10876,Hate when guys cant control their anger,angry,0.6459999999999999
10878,Literally fuming fuck sake,angry,0.86
10881,frustration looking up at Elphaba in a frown of aggravation Her high pitched voice was growing more and more,angry,0.604
10884,Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,angry,0.586
10886,i will fight this guy Don t insult the lions like that But seriously they kinda are Wasted some of the best players,angry,0.708
10890,All Brian does is sleep and aggravate me,angry,0.833
10892,so in your opinion is this the worst delhi govt acrid bitter hypocrisy,angry,0.708
10893,so in your opinion is this the worst delhi govt acrid hypocrisy,angry,0.526
10896,b er off NCFC is a grudge match,angry,0.542
10902,S O to the girl that just hit my car not only did she get lucky w no scratch but also from being spared the wrath of sleep deprived Kait,angry,0.542
10905,Ok scrubbed hands 5 times before trying to put them in nEyeballs burning n EvenMoreBlind accidentally scared the cat whilst screeching,angry,0.604
10906,Just joined pottermore and was sorted into HUFFLEPUFF fuming,angry,0.708
10913,no no I insist that you give me your best insult first,angry,0.562
10914,coincidentally watched Ulzana s Raid last night brutally indignant filmmaking,angry,0.542
10915,saddest part of this whole mess is that all of this anger is misdirected they should march 2 the WhiteHouse,angry,0.667
10916,Note to self Stop laughing at things that offend you it s ok to get mad at people n NoteToSelf offended mad upset,angry,0.542
10919,Why to have vanity sizes Now sizes S XS evenXXS sometimes are too big WTF Dear corporate jerks Lithuania didn t need this rant angry,angry,0.708
10920,Why to have vanity sizes Now sizes S XS evenXXS sometimes are too big WTF Dear corporate jerks Lithuania didn t need this rant,angry,0.518
10926,If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,angry,0.812
10929,Just seeing Alex revells face gets me angry,angry,0.583
10930,Spent months arranging swap new jobs etc now I ve found out she s been leading me on a merry dance fuming with her,angry,0.667
10934,Event started everyone is getting ready to travel to the lake of rage where everything glows,angry,0.521
10935,old In Scotland the right wingers are the most rabid anti nationalists Socialists are mostly in favour,angry,0.604
10936,ny69 People will always get offended everyone s situation is different Just because we have kids doesn t mean we have to settle,angry,0.562
10937,weeks1 I try not to let my anger seep into reviews but I resent having my time wasted on books like that Time is precious,angry,0.625
10940,Lol little things like that make me so angry x,angry,0.604
40860,My 2 teens sons just left in the car to get haircuts I m praying up a storm that they make it home safely sad TerenceCrutcher,sad,0.667
40864,Whenever I m feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,sad,0.604
40866,Airways In your Concorde Lounge in Terminal 7 JFK So saddened to have to say service so far is dismal Don t expect a reply,sad,0.542
40867,Facebook is depressing without even being there Two apps want it for logging in I have missed at least two interesting events and they,sad,0.708
40868,BTW offended policy wonks H only had one real proposal eliminate subminimum wage Probably good but might discourage hiring of disabled,sad,0.542
40869,I believe the work I do is meaningful my clients would agree but at the end of the day I feel like a pawn lost in this chaotic world,sad,0.625
40876,r U scared to present in front of the class severe anxiety whats That r u sad sometimes go get ur depression checked out IMEDIATELY,sad,0.6459999999999999
40877,What a grim night GetTheFireLit,sad,0.667
40878,Start mournful then kick into major key in last verse where good guys win Or just change words in existing song,sad,0.562
40880,Time for some despair SDR3 despair fuckthisanime,sad,0.75
40882,but losing these games are the worst you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days,sad,0.8540000000000001
40886,lt that moment you finish a Netflix series and have nothing else to watch depression,sad,0.75
40887,hmmmm you may have a point I thought Twitter had got dull LAMINATION,sad,0.542
40890,When the surfer girl and i don t speak the same language anymore justsaying sadness,sad,0.667
40893,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers sad,sad,0.7290000000000001
40894,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers,sad,0.583
40895,My nephews n cousins are nowhere near bad guys but they could be killed any moment by a cop that thought they were bc of their color sad,sad,0.812
40896,My nephews n cousins are nowhere near bad guys but they could be killed any moment by a cop that thought they were bc of their color,sad,0.688
40900,Headed to MDW w layover in SLC Got off for food Wrong move Bailed on my food amp barely made it WannaGetAway Contest sad,sad,0.75
40902,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don t want anyone to know,sad,0.812
40904,As a historic evangelical I wonder if the Donatists had a point What dreadful clergy in my fmr circles,sad,0.542
40907,I get so much PUSSY nP panic attacks nU uncontrollable anxiety nS suicidal fantasies nS sadness nY yearning for death,sad,0.833
40909,Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me,sad,0.542
40910,My heartbeat is forever stumbling on memories of things past longing loss shape form sadness,sad,0.8959999999999999
40912,Urgent need to get a new job The constant gloom of my current one is getting a bit ridiculous now,sad,0.7709999999999999
40914,It s really sad when you can t order goods from china and the likes because of Internet fraudsters What s this government really doing,sad,0.625
40915,Can it be 10 PM so I can sulk in my tub while listening to Lana,sad,0.542
40922,i am about to find the sadness in graham s lyrics,sad,0.542
40923,I told my therapist that I m on the dance team and now she s unhappy with me,sad,0.521
40924,de palabras But I do think we need to experience a bit madness amp despair too This is the stuff that makes us human,sad,0.521
40925,Texans and Astros both shut out tonight Houston we re back to normal texans Astros sadness losers,sad,0.688
40926,are you feeling horribly depressed and despondent about life and your future always knows just what to say,sad,0.562
40931,lestweforget 3 yrs on 2013 Graduate Trainee recruitment not concluded disappointed weary however wewait,sad,0.6459999999999999
40933,it s getting so close in your poll so many ignorant ppl depressing painful something needs to change BeTheChange How,sad,0.8540000000000001
40934,this is sadly what my history teacher talked about why the fuck do I remember that,sad,0.604
40937,Finally watched hungergamesmockingjay2 this morning sadly I feel a little disappointed toomuchhype,sad,0.509
40938,I too am Ravenclaw sadness shouldhavebeenhufflepuff,sad,0.542
40940,AND his momma was worse than Tony sopranos momma wow sad history major,sad,0.583
40944,when season 13 of greys anatomy premieres today it you re only on season 7 sadness,sad,0.625
40945,No Was so sudden Hasn t sunk in yet With Leo I knew it was coming,sad,0.542
40946,Long day kind tweets our melancholy defeats,sad,0.542
40951,Been a while since I been sober This life can be so hard,sad,0.7290000000000001
40953,When mine pass I know I ll be inconsolable amp devastated For a while,sad,0.862
40954,I m throwing myself straight into American Horror Story so I don t have time to grieve,sad,0.655
40955,Sigh depression saddness afterellen shitsucks,sad,0.917
40956,I m wearing all black tomorrow to mourn,sad,0.917
40957,eun im really unhappy with this and i dont like her like that pls dont n nyall okay but SHE loves HIM,sad,0.604
40958,Although I don t expect a trumpie to understand the difference between real things and pretend things sad,sad,0.6459999999999999
40960,You can tell the camp isn t happy purely through Bojan and Muni n nBoth normally fab guys yet completely dejected Something isn t right,sad,0.623
40961,Migraine hangover all day Stood up to do dishes and now I m exhausted again GAD depression amp chronic pain anxiety depression pain,sad,0.833
40962,Migraine hangover all day Stood up to do dishes and now I m exhausted again GAD depression amp chronic pain anxiety pain,sad,0.812
40965,Gabriel would eventually start frowning gaining conciousness Which was apparently really painful by how tears formed in the,sad,0.542
40967,for an lgbt person to tell someone else that how they identify isn t valid is so sad and against everything we should stand for,sad,0.562
40970,I m depress now,sad,0.708
40972,The last few weeks have been dreadful opening up of old wounds the gossip of others evil that spill from thier lips melancholy sadnnes,sad,0.8540000000000001
40973,oh I see I ve seen so many people mourn the loss that I was surprised to see your tweet I suppose same old here in SA,sad,0.604
40974,I m sorry about your loss no one should ever give you shit for taking your time to mourn No matter how long it takes,sad,0.688
40977,When I walk in darkness of despondency Sc verses I ve memorized shine a light in my heart Ex Lam 3 22 25 despondency,sad,0.562
40978,inclined to think that documentary did him more harm than good If not I despair of people s critical faculties,sad,0.562
40979,Thank you 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one But depressing,sad,0.625
40982,it s sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don t have hearts,sad,0.812
40984,whores im pretty sure cause ever since saturday ive just been super sad lol,sad,0.604
40985,I am going to make it my life s mission to discourage anyone from using They will rob you blind,sad,0.6459999999999999
40986,Luckily I was helped by some good people And they also managed to free me of my depression Unfortunately it only lasted a little while,sad,0.715
40987,I d give that pout the firm D,sad,0.508
40988,Most days I don t know what my heart beats for depression,sad,0.8540000000000001
40989,Going off reports on Sky Stoke played ok tonight Think i ll stay off the messageboard tonight though it will be grim on there,sad,0.6459999999999999
40990,Overwhelming sadness This too shall pass lonley startingover,sad,0.917
40991,Overwhelming sadness This too shall pass lost lonley startingover,sad,0.889
40992,the bantz are absolutely top notch inconsolable I was when I realised,sad,0.616
40993,I mourn ha r ambe was ruined what was once an ongoing shitpost about Tony s crimes was hijacked by not so vaguely racist memers,sad,0.667
40994,So depressing to watch news today out of 100 bullet news 10 were of rape What s wrong with people india shameless depressing,sad,0.917
40999,We re in contained depression Only new economic engine is Sustainability say Joel VERGEcon NewGrandStrategy,sad,0.542
41000,we know the truth about her the public is figuring it out Her words mean nothing unhappy mean troubled vile bully,sad,0.625
41004,Im so unhappy,sad,0.8540000000000001
41009,Gabe the worst part is I can t get hot status this month because there s no chipotle near enough to my campus sadness,sad,0.642
41013,so probably hunger and depression and dissociating equals a weird time anything else,sad,0.75
41014,I am beyond the sadness point Have done it inside out I live with CPTSD and BPD I can t always do the pity party,sad,0.792
41015,This night room polluted with syringes notebooks and shadows moving this kind of night Away melancholy away,sad,0.633
41019,Really planned on making videos this week Then A tv died phone broke truck died depression took over I m wondering what I did 2 karma,sad,0.871
41022,Need advice on how to get out of this rut needmotivation,sad,0.7290000000000001
41023,Need advice on how to get out of this rut depressing needmotivation,sad,0.7290000000000001
41024,I feel like I am drowning depression anxiety falure worthless,sad,1.0
41027,I think learning classical or ancient Japanese might help me get myself permanently out of depression I sometimes suffer from sudden,sad,0.708
41028,we never taste happiness in perfection our most fortunate successes are mixed with sadness success sadness perfection fortunate mixed,sad,0.604
41031,Once you ve accepted your flaws no one can use them against you quote mentalhealth psychology depression anxiety,sad,0.688
41032,why Do you have depression,sad,0.542
41033,just die depression,sad,0.7290000000000001
41034,SW I m sadly not I m just being smutty,sad,0.583
41036,In other news My legs hurt running 5kin26mins dreadful flatfeet,sad,0.562
41037,My friend do you fly away now To a world that abhors you and I All that awaits you is a somber morrow No matter where the winds may blow,sad,0.544
41040,enbot Being with you makes me somewhat gloomy,sad,0.8
41041,Sigh I got a B depressing,sad,0.8540000000000001
41043,Childood experiences can leave you with permanent deep sadness as adult it can underlie everything MHChat,sad,0.7290000000000001
41045,Why can t you just be mine forlorn,sad,0.688
41046,COINCIDENCE When you turn on the TV etc amp listen amp watch the objective is to CaptureYourMind with fear amp depression FindGODNow,sad,0.667
41050,Sometimes it takes sadness to know happiness noise to appreciate silence and absence to value presence,sad,0.562
41055,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood,sad,0.75
41056,I ve still been trying to sort through it all but I suppose I also shouldn t have had such high expectations sadness,sad,0.708
41057,How do you help someone with depression who doesn t believe they have it and doesn t trust therapists,sad,0.604
41058,A pretty dejected FanCam on the way SCFC TBPTV,sad,0.583
41059,Ffs clan seriously never been so disheartened,sad,0.812
41061,ACT 4 anxiety amp depression group beginning Mon October 17 for 6 weeks Contact me to register now mindfulness Halifax,sad,0.562
41062,Rooney whipping boy mufc sad,sad,0.805
41065,My cell won t hold a charge sadness So should I,sad,0.604
41066,Do you know how much it hurts to see you best friend sad,sad,0.72
41067,I am often disturbed by what some people find appropriate or acceptable It s not funny nor cute that adults find this stuff humorous sad,sad,0.7290000000000001
41068,I am often disturbed by what some people find appropriate or acceptable It s not funny nor cute that adults find this stuff humorous,sad,0.604
41070,The are in contention and hosting nation and Camden is empty sad,sad,0.6579999999999999
41073,Ive felt surprisingly gloomy about my bad scouts today D but i recognize that it s all just RNG and yeah I didnt spend that many gems,sad,0.604
41074,I don t know how much more of that bloody pout I can take,sad,0.66
41078,Today you visited me in my dreams and even though you aren t physically gone I still mourn you,sad,0.7709999999999999
41080,Talbot Haha sorry about the dreadful puns I need to get out more I ve been cooped up lately,sad,0.562
41081,A MOMENT nIf you kill it in the spirit it will die in the natural murder suicide depression racism pride,sad,0.75
41082,A MOMENT nIf you kill it in the spirit it will die in the natural murder suicide racism pride,sad,0.583
41083,I know few will mourn the loss of Stitch s Great Escape but see THIS is the kind of cost cutting at parks I really don t care for,sad,0.619
41085,Don King his actions really sadden me today the word may not have the same power to all as it once did I still cringe when i hear it,sad,0.667
41087,Being at the airport is so depressing watching all the loved up couples and cute people coming off holiday too cute hurry up November,sad,0.625
41088,Very thought provoking amp leads one to question what really happened Very sad for all,sad,0.7709999999999999
41091,The bowl on my new food processor broke sadness,sad,0.583
41092,Feeling gloomy,sad,0.7929999999999999
41093,Today Kudos to Jaime Garcia on a fine outing encouraging Last Week Judo to Jaime Garcia for a dismal outing discouraging,sad,0.542
41095,he might donate the money but it won t stop shit pessimist,sad,0.542
41096,media celebrated Don King endorsing Obama in 08 and 12 now criticize him for endorsing Trump who wants new Civil Rights era sad,sad,0.562
41099,nConfidence held up despite constant and continual doom and gloom,sad,0.6459999999999999
41100,I might even be on the verge of depression,sad,0.875
41101,Step 1 Get rid of Step 2 Prioritise football Step 3 profit depressing,sad,0.667
41102,When you lose somebody close to your heart you lose yourself as well lost,sad,0.917
41103,When you lose somebody close to your heart you lose yourself as well,sad,0.708
41106,But what will complaining pessimism regret and anger get you,sad,0.521
41108,i am le depressed i l hate myself xDDdD sad depress loner emo,sad,0.9790000000000001
41111,this country is going to go to crap no matter who wins this november isnt it The more i learn of both the more despondent i am of future,sad,0.611
41117,This has been the most depressing week full of rain ever lol,sad,0.7290000000000001
41119,nLikewise death cutting despair,sad,0.7290000000000001
41121,I don t get that my parents literally don t see how unhappy I been lately,sad,0.792
41122,recession economic gloom The brightest stars shine in the darkest nights Our html5 webdesign rocks rtblitz finovate wlsb,sad,0.521
41123,I feel like no one is out there on Twitter for me can anyone see what I write sadness rants,sad,0.8540000000000001
41124,I can t pull myself out of depression,sad,0.938
41125,nah I asked really insightful teacherly questions so he could write a kickass report of his own He will sadly never know,sad,0.521
41126,sav tells our mom I love you and she responds Oh sad,sad,0.667
41128,Dying is a very dull dreary affair And my advice to you is to have nothing whatever to do with it W Somerset Maughm,sad,0.531
41129,I wish I could live in y all reality where i can grieve over people i never met To bad i got BROTHERS dying left and right,sad,0.8540000000000001
41130,And btw I really did stay in bed all day today depression I hate being lied to fuck liars w,sad,0.8959999999999999
41131,absolutely boring M a big Manchester United fan nd its really disappointing to see them play in ths dull boring way,sad,0.625
41133,I get embarrassed at the slightest things and then I ll fret about it all day I hate it,sad,0.742
41134,How a dad would feel knowing his daughter is getting dashed around for whines in the rave,sad,0.583
41135,tim burton never fails to depress me,sad,0.562
41138,I m allowed to sulk,sad,0.7290000000000001
41139,my bls depress the blake,sad,0.585
41141,catherine happy anger sad melancholy confusion woodspurge,sad,0.7290000000000001
41143,if we don t understand how to express our emotions to others may lead to sadness loneliness amp neg impact on long term mh MHChat,sad,0.562
41152,God I give you all my pain mess and stress Take my heavy load amen stress mess pain depression sadness,sad,0.8540000000000001
41153,All I m learning about at college atm is Sylvia Plath Stalin s purges and natural disasters gloomy af,sad,0.792
41155,we have the same age and you re 1000 times more beautiful than me sad,sad,0.521
41156,hmm somehow twitter feels really depressing more like negative today I think I missed something,sad,0.75
41157,I know if I wasn t an optimist I would despair,sad,0.53
41158,I came to work for no reason nI could ve stayed in bed,sad,0.833
41159,Not written for African American n nNo refuge could save the hireling and slave nFrom the terror of flight or the gloom of the grave,sad,0.583
41163,I want to pour all my tears on someone right now So tired of this upset sad,sad,0.958
41164,I want to pour all my tears on someone right now So tired of this upset,sad,0.938
41165,lmao awe sad,sad,0.521
41172,watching this again makes me weep tears of joy and tears of sadness that he s gone,sad,0.6459999999999999
41174,Reaching out AGAIN in hope to contact over the technical issues I am having Your CS is severely lacking badkarma unhappy,sad,0.5429999999999999
41177,and Being over it Why USA has panicattacks anxiety depression and so much medication,sad,0.708
41181,most of Trump supporters have not clue about the meaning of the words they used just like him sad nevertrump,sad,0.6459999999999999
41182,most of Trump supporters have not clue about the meaning of the words they used just like him nevertrump,sad,0.542
41183,I m mad that my brother is sad Feel better bub,sad,0.583
41187,The most depressing part of being ill is that your taste goes,sad,0.8540000000000001
41190,Shantosh How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such,sad,0.688
41191,Is it just me or is this a very weird time for the world change enlightenment gloomy weird sigh imaginepeace imaginelove unite,sad,0.758
41192,Huh It s always my fault isn t it gt huff sulk,sad,0.7709999999999999
41196,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love days,sad,0.562
41197,indeed amp is sadness unavoidable MHChat,sad,0.688
41198,Bojack Horseman the saddest show ever written depression season1,sad,0.7290000000000001
41199,Incredibly shocked and disappointed with customer service Really making me rethink flying with them in the future unhappy,sad,0.831
41200,Too many are on their yeah the thing going on with cops shooting innocent people is sad but just not in my backyard so sad blm,sad,0.7240000000000001
41201,Too many are on their yeah the thing going on with cops shooting innocent people is sad but just not in my backyard so blm,sad,0.708
41202,My encouragement today is my dog while my head is in a fog epicfail depression feelingfedup tired ihaveheardeverything wondering,sad,0.8540000000000001
41203,My encouragement today is my dog while my head is in a fog epicfail feelingfedup tired ihaveheardeverything wondering,sad,0.6459999999999999
41205,Love being made to feel bad about being scared of the dark,sad,0.604
41206,Is this the Krusty Krab n nNo this is crippling depression,sad,0.688
41209,me i ve actually been doing pretty well i m learning to manage my depression and nlife yeah that s over that s cancelled,sad,0.604
41210,depressing it s so freaking close,sad,0.679
41211,Trial result sadness,sad,0.7290000000000001
41213,Only God knows why things happen sometimes it s just hard to understand sad prayingforyou,sad,0.875
41214,Only God knows why things happen sometimes it s just hard to understand prayingforyou,sad,0.529
41215,Just because I m hurting nDoesn t mean I m hurt nDoesn t mean I didn t get nWhat I deserved nNo better and no worse lost,sad,0.583
41217,Take heart amid the deepening gloom that your dog is finally getting enough cheese National Lampoon Deteriorada,sad,0.521
41218,It s always over until I m no longer sober then it feels like I wana start over UL,sad,0.625
41219,its so unfortunate that after all these years im still struggling with depression smh,sad,0.833
41221,I got a super speeder and lost my license for 6 months,sad,0.583
41224,j thanks for making me super sad about Pizza freepizza,sad,0.521
41226,Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her mpy vss quote depression poetry,sad,0.562
41229,as a musician I can tell you that more people get discouraged when learning because of shitty instruments than anything else,sad,0.675
41232,feel really sad and down today,sad,0.833
41233,But right now I m feeling pretty desolate,sad,0.833
41241,Dreams dashed and divided like million stars in the night sky,sad,0.688
41247,oh btw after a 6 month depression free time I got a relapse now superb depression,sad,0.917
41248,oh btw after a 6 month depression free time I got a relapse now superb,sad,0.75
41249,Absolutely hate the Apple Watch iOS 10 update Completely buggered some of my apps including Spark Awful interface too grim,sad,0.562
41252,I so wish you could someday come to Spain with the play I can t believe I m not going to see it sad,sad,0.708
41256,I hashtag things and the kids always tell me to stop sadness,sad,0.625
41257,sadly that idiot completely overlooks the facts He had a gun pointed at police Are they that stupid That should be ignored,sad,0.542
41259,Go away please I m begging depression anxiety worry fear sadness nDreams of joy and my baby to be found Sits on AndisBench,sad,0.8959999999999999
41260,This nigga doesn t even look for his real family sad,sad,0.7290000000000001
41264,People are trying too hard to hate on Cam Newton without understanding his position sad,sad,0.604
41266,just when I thought this disgusting man couldn t sink any lower like Hillary he his depravity of character has no bottom,sad,0.667
41267,and it s kinda depressing hey,sad,0.667
41269,no the last two we were out bidded So we got kinda discouraged so now we are taking our sweet time The market is stupid tho,sad,0.583
41270,Way to get a hold of her depressing,sad,0.54
41271,TVGirl is like I m really pretty and melancholic about life and this is why I hate myself,sad,0.7290000000000001
41272,Actually I always idealize the end of my relationships Such a pessimist,sad,0.6459999999999999
41274,Man city s kit is dreadful,sad,0.522
41275,There will be no gaming video today An old friend of mine passed last night so I m taking some time to grieve Thank you StandUpToCancer,sad,0.792
41276,I did the dishes yesterday fell asleep woke up to the sink full and I didn t even eat dinner but I have to do the dishes,sad,0.625
41277,even if it looks like we are okay the reality of that is were actually very worn out and forlorn,sad,0.667
41278,Interesting topic this evening sadness amp low mood MHChat,sad,0.708
41279,someone explain female human beings to me they re depressing me,sad,0.812
41281,See your primary care doctor They can prescribe meds and refer you to a psychiatrist for eval Don t mess with depression,sad,0.521
41284,Trying to make a better world is depressing when it s a failure,sad,0.812
41289,doese reading help depression or is it another form of escapism,sad,0.667
41291,Idk why people be glorifying depression I wouldn t wish real depression upon my worst enemy Shits the worst stop acting like it s cool,sad,0.828
41293,i cant live anymore my roblox got termianted sad killme lol robloxgamer,sad,0.792
41294,i cant live anymore my roblox got termianted killme lol robloxgamer,sad,0.625
41295,Come here let me do whatever I do with it dismal,sad,0.583
41296,When it comes to Syria I get very fucking annoyed at pessimism like I get full on triggered Optimism or gtfo,sad,0.583
41297,Heading home to cut grass in the heat All I wanna do is go out to eat somewhere air conditioned AdultingIsTheWorst,sad,0.685
41300,Heart heavy for lost furry family members Remembering Max and Ozzie Forever friends as,sad,0.75
41301,Awake at 5 30am with a seriously bad throat glands feel huuuuuuuge and I m in uni soon grim,sad,0.708
41308,why yall hyped abt that girl getting to hang out w JB he clearly looks so unhappy and bored in the pics no offense LOL plus he hates yall,sad,0.583
41309,Well stomach cramps did not make that spin class any easier Why does my body hate digesting porridge so much spinning sulk,sad,0.6459999999999999
41311,OLD FISH discourage,sad,0.6559999999999999
41312,Muscled man with huge heart is messing with my brain and heart lost confused,sad,0.625
41313,It s hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool This guy is nuts,sad,0.625
41314,The snaps Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there s no place I d rather be but there,sad,0.7290000000000001
41315,but sadly he missed some crucial and important points Indian terrorism in pk kal Boshan etc Raw involvement,sad,0.563
41322,What I would give nTo feel the sunlight on my face nWhat I would give nTo be lost in your embrace n n Fallen,sad,0.562
41323,Honestly don t know why I m so unhappy most of the time I just want it all to stop itnevergoes,sad,0.9490000000000001
41324,Honestly don t know why I m so unhappy most of the time I just want it all to stop unhappy depression itnevergoes,sad,0.8959999999999999
41326,Hope they refuse x depressing,sad,0.792
41330,so you were owned by losers on Twitter sad,sad,0.583
41331,so you were owned by losers on Twitter,sad,0.542
41335,my heart just sunk,sad,0.833
41336,I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music depression sad sadness,sad,0.7290000000000001
41340,Haven t been here a while been watching lots of TV Conclusion whataloadoftat if I wasn t depressed before afternoon TV is grim,sad,0.75
41341,Haven t been here a while been watching lots of TV Conclusion whataloadoftat if I wasn t depressed before afternoon TV is,sad,0.667
41344,it s pretty depressing when u hit pan on ur favourite highlighter,sad,0.6459999999999999
